idx	name	new_name	smiles	inchikey
496	MG-132	MG-132	CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1	TZYWCYJVHRLUCT-VABKMULXSA-N
497	CAY10603	CAY10603	CC(C)(C)OC(=O)NC1=CC=C(C=C1)C2=CC(=NO2)C(=O)NCCCCCCC(=O)NO	WWGBHDIHIVGYLZ-UHFFFAOYSA-N
498	SU11274	SU11274	CC1=C(NC(=C1C(=O)N2CCN(CC2)C)C)/C=C\3/C4=C(C=CC(=C4)S(=O)(=O)N(C)C5=CC(=CC=C5)Cl)NC3=O	FPYJSJDOHRDAMT-KQWNVCNZSA-N
499	CHEMBL2180739	CHEMBL2180739	CC1=CC=CC=C1C(C(=O)NC2CCCCC2)N(C3=CC(=CC=C3)F)C(=O)CC4=CC=NC=C4	IMNXDWVLNJJERQ-UHFFFAOYSA-N
500	130144-34-2	130144-34-2	CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)O	FJHBVJOVLFPMQE-UHFFFAOYSA-N
501	sildenafil	sildenafil	CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C	BNRNXUUZRGQAQC-UHFFFAOYSA-N
502	KPT-185	KPT-185	CC(C)OC(=O)/C=C\N1C=NC(=N1)C2=CC(=CC(=C2)OC)C(F)(F)F	NLNGWFLRRRYNIL-PLNGDYQASA-N
503	Vorinostat	vorinostat	C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO	WAEXFXRVDQXREF-UHFFFAOYSA-N
504	4-(5,6-diphenyl-1,2,4-triazin-3-yl)morpholine	4-(5,6-diphenyl-1,2,4-triazin-3-yl)morpholine	C1COCCN1C2=NC(=C(N=N2)C3=CC=CC=C3)C4=CC=CC=C4	XAYFWWVZSYKDIS-UHFFFAOYSA-N
505	GW843682X	GW843682X	COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4C(F)(F)F)OC	JSKUWFIZUALZLX-UHFFFAOYSA-N
506	Afatinib	afatinib	CN(C)C/C=C/C(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)O[C@H]4CCOC4	ULXXDDBFHOBEHA-CWDCEQMOSA-N
507	NA	NA	CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F	KROSFVBJFABUMV-XVYLPRMCSA-N
508	NA	NA	CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C.COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N2CCC=CC2=O	PRIAXHZTXMQJTA-JXTOLARESA-N
509	pyrimethamine	pyrimethamine	CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl	WKSAUQYGYAYLPV-UHFFFAOYSA-N
510	MK-1775	MK-1775	CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O	BKWJAKQVGHWELA-UHFFFAOYSA-N
511	NA	NA	B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O.C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)O)OC	QWEZABHALIXTIB-WGFHNGCGSA-N
512	ACHP	ACHP	C1CC1COC\2=CC=CC(=O)/C2=C\3/C=C(C(=C(N3)N)C#N)C4CCNCC4	DWQVGCQPWXKRKO-LVZFUZTISA-N
513	Retinoic acid	Tretinoin	CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C	SHGAZHPCJJPHSC-YCNIQYBTSA-N
514	PLX-4720	PLX-4720	CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)Cl)F	YZDJQTHVDDOVHR-UHFFFAOYSA-N
515	N-[(2R,3R)-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl-[(1-naphthalenylamino)-oxomethyl]amino]methyl]-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-10-yl]-4-pyridinecarboxamide	N-[(2R,3R)-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl-[(1-naphthalenylamino)-oxomethyl]amino]methyl]-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-10-yl]-4-pyridinecarboxamide	C[C@@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)C3=CC=NC=C3)O[C@H]1CN(C)C(=O)NC4=CC=CC5=CC=CC=C54)[C@@H](C)CO	UCPVSNSDYZNCRX-BXOOBUKZSA-N
516	Linsitinib	Linsitinib	CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O	PKCDDUHJAFVJJB-UHFFFAOYSA-N
517	Masitinib	Masitinib	CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5	WJEOLQLKVOPQFV-UHFFFAOYSA-N
518	BIX 02189	BIX02189	CN(C)CC1=CC(=CC=C1)N/C(=C\2/C3=C(C=C(C=C3)C(=O)N(C)C)NC2=O)/C4=CC=CC=C4	HOMJAAIVTDVQJA-IZHYLOQSSA-N
519	Salermide	Salermide	CC(C1=CC=CC=C1)C(=O)NC2=CC=CC(=C2)NC=C3C(=O)C=CC4=CC=CC=C43	UADRPWLRVLBVBC-UHFFFAOYSA-N
520	FTI-277	FTI-277	COC(=O)[C@H](CCSC)NC(=O)C1=C(C=C(C=C1)NC[C@H](CS)N)C2=CC=CC=C2	GKFPROVOIQKYTO-UZLBHIALSA-N
521	AS601245	AS601245	C1=CC=C2C(=C1)N=C(S2)C(C#N)C3=NC(=NC=C3)NCCC4=CN=CC=C4	RCYPVQCPYKNSTG-UHFFFAOYSA-N
522	WHI-P97	WHI-P97	COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C(=C3)Br)O)Br)OC	YVCXQRVVNQMZEI-UHFFFAOYSA-N
523	1096708-71-2	1096708-71-2	C[C@H](C1=NC=C(S1)C(=O)NC2=NC=C(C(=C2)C(F)(F)F)Cl)NC(=O)C3=C(C(=NC=N3)N)Cl	VWMJHAFYPMOMGF-ZCFIWIBFSA-N
524	Oprea1_718426	Oprea1_718426	CC1=CSC(=NC2CCCCC2)N1NC=C3C=CC(=O)C(=C3O)O	UXHKLJMFCANPNV-UHFFFAOYSA-N
525	PF-3758309	PF-3758309	CC1=NC2=C(C(=N1)NC3=NNC4=C3CN(C4(C)C)C(=O)N[C@H](CN(C)C)C5=CC=CC=C5)SC=C2	AYCPARAPKDAOEN-LJQANCHMSA-N
526	NA	NA	CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C.CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO	XMYFQOGJRHCJKK-FUTAMACOSA-N
527	NA	NA	C[C@H]1[C@@H]2C[C@@H](C2(C)C)C[C@@H]1NC(=O)[C@@H]3[C@@H]([C@@H](ON3CC4=CC(=CC=C4)CN(CCN(C)C)[C@H](C5CCCCC5)C6=CC=CC=C6)CO)[C@H](C)O.C[C@H]1[C@@H]2C[C@@H](C2(C)C)C[C@@H]1NC(=O)[C@@H]3[C@@H]([C@@H](ON3CC4=CC(=CC=C4)CN(CCN(C)C)[C@@H](C5CCCCC5)C6=CC=CC=C6)CO)[C@H](C)O	IOHCYZDRQYXFAK-XBSAYJKESA-N
528	CCT018159	CCT-018159	CCC1=C/C(=C/2\C(=C(NN2)C)C3=CC4=C(C=C3)OCCO4)/C(=O)C=C1O	BBTMGPQSLSYPHE-ZHZULCJRSA-N
529	PD318088	PD318088	C1=CC(=C(C=C1I)F)NC2=C(C(=C(C=C2C(=O)NOCC(CO)O)Br)F)F	XXSSGBYXSKOLAM-UHFFFAOYSA-N
530	Nilotinib	nilotinib	CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5	HHZIURLSWUIHRB-UHFFFAOYSA-N
531	Mdivi-1	Mdivi-1	COC1=C(C=C(C(=C1)N2C(=O)C3=CC=CC=C3NC2=S)Cl)Cl	NZJKEVWTYMOYOR-UHFFFAOYSA-N
532	CHIR-99021	CHIR-99021	CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N	AQGNHMOJWBZFQQ-UHFFFAOYSA-N
533	4-[(9-cyclopentyl-5,8-dimethyl-6-oxo-7,8-dihydropyrimido[4,5-b][1,4]diazepin-2-yl)amino]-3-methoxy-N-(1-methyl-4-piperidinyl)benzamide	4-[(9-cyclopentyl-5,8-dimethyl-6-oxo-7,8-dihydropyrimido[4,5-b][1,4]diazepin-2-yl)amino]-3-methoxy-N-(1-methyl-4-piperidinyl)benzamide	CC1CC(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C	KZLQLABUFJNPSZ-UHFFFAOYSA-N
534	FT-0601620	FT-0601620	C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]	DRMCATBEKSVAPL-UHFFFAOYSA-N
535	NA	NA	CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)C4=CC=C(C=C4)Cl)F.CC(C1=CC=CC=C1)C(=O)NC2=CC=CC(=C2)NC=C3C(=O)C=CC4=CC=CC=C43	UMYNCPGFRZUBRV-UHFFFAOYSA-N
536	salubrinal	Salubrinal	C1=CC=C(C=C1)/C=C/C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC=CC3=C2N=CC=C3	LCOIAYJMPKXARU-VAWYXSNFSA-N
537	SCH 529074	SCH 529074	CN(C)CCCNC1=NC(=NC2=CC=CC=C21)CN3CCN(CC3)C(C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl	NCAJLQDPTZBGJV-UHFFFAOYSA-N
538	topotecan	topotecan	CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O	UCFGDBYHRUNTLO-QHCPKHFHSA-N
539	SCHEMBL18188080	SCHEMBL18188080	CC(C)CC(=O)N1CCC2CCC(N2C(=O)C(C1)NC(=O)C(C)NC)C(=O)NC(C3=CC=CC=C3)C4=CC=CC=C4	LSXUTRRVVSPWDZ-UHFFFAOYSA-N
540	AZD6482	AZD6482	CC1=CN2C(=O)C=C(N=C2C(=C1)[C@@H](C)NC3=CC=CC=C3C(=O)O)N4CCOCC4	IRTDIKMSKMREGO-OAHLLOKOSA-N
541	180002-83-9	180002-83-9	CC1=C(C2=C(N1C(=O)C3=C(C(=CC=C3)Cl)Cl)C=CC(=C2)OC)CCN4CCOCC4	FSFZRNZSZYDVLI-UHFFFAOYSA-N
542	Istradefylline	istradefylline	CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)/C=C/C3=CC(=C(C=C3)OC)OC)C	IQVRBWUUXZMOPW-PKNBQFBNSA-N
543	bleomycin	Bleomycin	CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O	OYVAGSVQBOHSSS-WXFSZRTFSA-O
544	301836-41-9	301836-41-9	C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5	FHYUGAJXYORMHI-UHFFFAOYSA-N
545	NVP-ADW742	NVP-ADW742	C1CCN(C1)CC2CC(C2)N3C=C(C4=C3N=CN=C4N)C5=CC(=CC=C5)OCC6=CC=CC=C6	LSFLAQVDISHMNB-UHFFFAOYSA-N
546	NA	NA	CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C.C1=CC(=CC(=C1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O	FUXNDHZTFNJRSD-XVYLPRMCSA-N
547	Lestaurtinib	Lestaurtinib	C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O	UIARLYUEJFELEN-LROUJFHJSA-N
548	1-[(2R,3R)-5-[(2S)-1-hydroxypropan-2-yl]-2-[[(4-methoxyphenyl)sulfonyl-methylamino]methyl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-10-yl]-3-(1-naphthalenyl)urea	1-[(2R,3R)-5-[(2S)-1-hydroxypropan-2-yl]-2-[[(4-methoxyphenyl)sulfonyl-methylamino]methyl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-10-yl]-3-(1-naphthalenyl)urea	C[C@@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=CC=CC4=CC=CC=C43)O[C@H]1CN(C)S(=O)(=O)C5=CC=C(C=C5)OC)[C@@H](C)CO	FXIXTIXYCSOXIT-UDKTZTBJSA-N
549	NA	NA	CCC(C)C(C(=O)NC1(CCCC=CCCCC(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CC(C)C)CS)CCCNC(=N)N)(C)C(=O)NC(CC2=CNC=N2)C(=O)NC(CC3=CNC=N3)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)N)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)O)NC(=O)CCNC(=O)C	OQHLPAAWWGDXAW-UHFFFAOYSA-N
550	KU-60019	KU-60019	C[C@@H]1CN(C[C@@H](O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C=CC=C4C3)C5=CC(=O)C=C(O5)N6CCOCC6	SCELLOWTHJGVIC-BGYRXZFFSA-N
551	CHEMBL3188232	CHEMBL3188232	CC(C)N1C(C(C2=CC=CC=C21)C3=CC=C(C=C3)F)/C=C/C(CC(CC(=O)O)O)O	CRBHVCVVJPUERN-VAWYXSNFSA-N
552	ethyl 2-cyano-3-(3,4-dichlorophenyl)acryloylcarbamate	ethyl 2-cyano-3-(3,4-dichlorophenyl)acryloylcarbamate	CCOC(=O)NC(=O)/C(=C/C1=CC(=C(C=C1)Cl)Cl)/C#N	MDFDJDSQTKNBQU-WEVVVXLNSA-N
553	Pitstop2	Pitstop2	C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)NC3=NC(=O)/C(=C/C4=CC=C(C=C4)Br)/S3	CGDLWHGPJPVPDU-ATVHPVEESA-N
554	Foretinib	Foretinib	COC1=CC2=C(C=CN=C2C=C1OCCCN3CCOCC3)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F	CXQHYVUVSFXTMY-UHFFFAOYSA-N
555	865362-74-9	FR-180204	C1=CC=C(C=C1)C2=NN3C=CC=CC3=C2C4=CC5=C(NN=C5N=N4)N	XVECMUKVOMUNLE-UHFFFAOYSA-N
556	851439-14-0	851439-14-0	CC1=C(SC(=O)N1C)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCNCC4	CGGMDMYBCWDOLZ-UHFFFAOYSA-N
557	azanide; dichloroplatinum(2+)	azanide; dichloroplatinum(2+)	[NH2-].[NH2-].Cl[Pt+2]Cl	DQLATGHUWYMOKM-UHFFFAOYSA-L
558	NA	NA	CC[C@@H](C(=O)N1C[C@H](C[C@H]1CC2=CC(=CC3=C2C=C(N3)C4=C(C5=C(N4)C=C(C=C5)F)C[C@@H]6C[C@@H](CN6C(=O)[C@H](CC)NC(=O)[C@H](C)NC)O)F)O)NC(=O)[C@H](C)NC.CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C	PAHRTSRQNLCYHX-UQBDBPLASA-N
559	Cyt387	Cyt387	C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N	ZVHNDZWQTBEVRY-UHFFFAOYSA-N
560	NSC48300	NSC48300	C1=CC(=CC=C1CC2=CC=C(C=C2)[As](=O)(O)O)[As](=O)(O)O	LONYFCOVHHQLGM-UHFFFAOYSA-N
561	PF 184	PF 184	C[C@@]1(CN(C[C@@]1(C)CO)C2=NC=C(C(=C2)C(=O)NC3=CC4=C(CCC5=C4N(N=C5C(=O)N)C6=CC=C(C=C6)F)C=C3)Cl)CO	JUOWWGNRWRLBSV-MEKGRNQZSA-N
562	cyclophosphamide	cyclophosphamide	C1CNP(=O)(OC1)N(CCCl)CCCl	CMSMOCZEIVJLDB-UHFFFAOYSA-N
563	QS11	QS11	C1CC2=C(C1)C=C(C=C2)OC3=NC4=C(C(=N3)N[C@@H](CC5=CC=CC=C5)CO)N=CN4CC6=CC=C(C=C6)C7=CC=CC=C7	DOKZLKDGUQWMSX-HKBQPEDESA-N
564	1-[[(4S,5R)-8-(2-cyclopentylethynyl)-2-[(2R)-1-hydroxypropan-2-yl]-4-methyl-1,1-dioxo-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-5-yl]methyl]-3-(2,5-difluorophenyl)-1-methylurea	1-[[(4S,5R)-8-(2-cyclopentylethynyl)-2-[(2R)-1-hydroxypropan-2-yl]-4-methyl-1,1-dioxo-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-5-yl]methyl]-3-(2,5-difluorophenyl)-1-methylurea	C[C@H]1CN(S(=O)(=O)C2=C(C=C(C=C2)C#CC3CCCC3)O[C@H]1CN(C)C(=O)NC4=C(C=CC(=C4)F)F)[C@H](C)CO	CROBQSVNIOLQSN-VKIDHGPPSA-N
565	NA	NA	CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C.CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO	LGNSATJIKVNJPZ-LMOVPXPDSA-N
566	ML239	ML239	C1=CC(=CNNC(=O)COC2=C(C=C(C=C2Cl)Cl)Cl)N=C1	SZYDKEIZVCSYNB-UHFFFAOYSA-N
567	32703-82-5	32703-82-5	CC(C)(C)C1=CC2=C(C=C1)C=C(C(=C2)C#N)C#N	MKILROQBJOOZKC-UHFFFAOYSA-N
568	QL47	QL47	CN1C=C(C=N1)C2=CC3=C4C(=CN=C3C=C2)C=CC(=O)N4C5=CC6=C(CCN6C(=O)C=C)C=C5	RTRNJQOBEOISFQ-UHFFFAOYSA-N
569	BMS614	BMS614	CC1(CC=C(C2=C1C=CC(=C2)C(=O)NC3=CC=C(C=C3)C(=O)O)C4=CC5=CC=CC=C5N=C4)C	WGLMBRZXZDAQHP-UHFFFAOYSA-N
570	Ispinesib mesylate	Ispinesib_Mesylate	CC1=CC=C(C=C1)C(=O)N(CCCN)[C@@H](C2=NC3=C(C=CC(=C3)Cl)C(=O)N2CC4=CC=CC=C4)C(C)C.CS(=O)(=O)O	MRKSDPIHUJSKRA-HZPIKELBSA-N
571	848193-68-0	848193-68-0	C1C[C@@H](C2=C(C1)C3=C(N2)C=CC(=C3)Cl)C(=O)N	FUZYTVDVLBBXDL-VIFPVBQESA-N
572	N-[(2R,3S)-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-2-(methylaminomethyl)-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]cyclohexanecarboxamide	N-[(2R,3S)-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-2-(methylaminomethyl)-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]cyclohexanecarboxamide	C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)C3CCCCC3)O[C@H]1CNC)[C@@H](C)CO	NQJCYDIBEOZMBZ-QYWGDWMGSA-N
573	1080622-86-1	CP466722	COC1=C(C=C2C(=C1)C(=NC=N2)N3C(=NC(=N3)C4=CC=CC=N4)N)OC	ILBRKJBKDGCSCB-UHFFFAOYSA-N
574	Isonicotinohydroxamic acid	Isonicotinohydroxamic acid	C1=CN=CC=C1C(=O)NO	HZNTVAYNXKPCFK-UHFFFAOYSA-N
575	Darinaparsin	Darinaparsin	C[As](C)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N	JGDXFQORBMPJGR-YUMQZZPRSA-N
576	Akt inhibitor VIII	Akt inhibitor VIII	C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=NC6=CC7=C(C=C6N=C5C8=CC=CC=C8)N=CN7	BIWGYFZAEWGBAL-UHFFFAOYSA-N
577	NA	NA	CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO.COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N2CCC=CC2=O	YWTUZFREIPJNKL-ILHSMLOTSA-N
578	CHEMBL2381520	CHEMBL2381520	C1=CC=C(C=C1)NC(=O)C2=CC(=CC=C2)C(=O)NO	NXHPVXNYPQJIOB-UHFFFAOYSA-N
579	WZ8040	WZ8040	CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)SC4=CC=CC(=C4)NC(=O)C=C)Cl	KIISCIGBPUVZBF-UHFFFAOYSA-N
580	Saracatinib	Saracatinib	CN1CCN(CC1)CCOC2=CC(=C3C(=C2)N=CN=C3NC4=C(C=CC5=C4OCO5)Cl)OC6CCOCC6	OUKYUETWWIPKQR-UHFFFAOYSA-N
581	NA	NA	C[C@H]([C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@]1(CCC/C=C\CCC[C@@](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCCNC(=N)N)CC(=O)N)CC2=CN=CN2)(C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)C)O	FHTVASVNEUEMIV-LWSJDIAFSA-N
582	869288-64-2	869288-64-2	CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4	HESLKTSGTIBHJU-UHFFFAOYSA-N
583	HC-067047	HC-067047	CC1=C(C=C(N1CCCN2CCOCC2)C3=CC=CC=C3)C(=O)NC4=CC=CC(=C4)C(F)(F)F	NCZYSQOTAYFTNM-UHFFFAOYSA-N
584	503468-95-9	NU7441	C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56	JAMULYFATHSZJM-UHFFFAOYSA-N
585	Ku-0063794	Ku-0063794	C[C@@H]1CN(C[C@@H](O1)C)C2=NC3=C(C=CC(=N3)C4=CC(=C(C=C4)OC)CO)C(=N2)N5CCOCC5	RFSMUFRPPYDYRD-CALCHBBNSA-N
586	PIK-93	PIK-93	CC1=C(SC(=N1)NC(=O)C)C2=CC(=C(C=C2)Cl)S(=O)(=O)NCCO	JFVNFXCESCXMBC-UHFFFAOYSA-N
587	SCHEMBL13833318	SCHEMBL13833318	CC(=O)N1CCC(CC1)C(=O)NC2=C(C=CC(=C2)C3=CC=CS3)N	AOWNNPKBATYOEX-UHFFFAOYSA-N
588	(-)-Epigallocatechin gallate	(-)-Epigallocatechin gallate	C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O	WMBWREPUVVBILR-WIYYLYMNSA-N
589	NA	NA	CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)C[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC4=C3N=CN=C4N)O)O.CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO	ZUQRMBPAKBRXBW-XRJUUMFPSA-N
590	NA	NA	CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)C[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC4=C3N=CN=C4N)O)O.CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C	FMLNIAXBYOUOFU-IILGZEJESA-N
591	SCHEMBL13737661	SCHEMBL13737661	C1CC=C(C1)C(=O)NC2=C(C=CC(=C2)C3=CC=CS3)N	HUEVEPGMWKUIRH-UHFFFAOYSA-N
592	N1-[2-(1H-indol-3-yl)ethyl]-N3-pyridin-4-ylbenzene-1,3-diamine	N1-[2-(1H-indol-3-yl)ethyl]-N3-pyridin-4-ylbenzene-1,3-diamine	C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=CC(=C3)NC4=CC=NC=C4	JCKLHFMOFAYQHE-UHFFFAOYSA-N
593	SR8278	SR8278	CCOC(=O)C1CC2=CC=CC=C2CN1C(=O)C3=CC=C(S3)SC	UIEBLUZPSFAFOC-UHFFFAOYSA-N
594	Bexarotene	bexarotene	CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C	NAVMQTYZDKMPEU-UHFFFAOYSA-N
595	o6-benzylguanine	o6-benzylguanine	C1=CC=C(C=C1)COC2=NC(=NC3=C2NC=N3)N	KRWMERLEINMZFT-UHFFFAOYSA-N
